Tipo de resolución|Año de resolución|Referencia|Fecha de resolución|Tipología|Problema jurídico|Ratio decidendi|Decisión|Deber ético (Art. 5 LEG)|Prohibición ética (Art. 6 LEG)
Anormal|2016|65-D-16|26/08/2016|Materia de empleo público|¿La suspensión de las funciones laborales atribuidas a un funcionario constituye una conducta tipificada en la LEG?|"...se advierte que el señor William Asvil Barahona, colaborador jurídico, señala que ha sufrido “exclusión laboral” por parte de su jefe inmediato, señor Ricardo Alfredo Ardón Guardado, ya que, debido a varias incapacidades médicas, tuvo que ausentarse de su trabajo y cuando volvió le informaron que no le darían más expedientes para resolver y que le suspenderían otras actividades propias de sus funciones, entre otros “atropellos”.

Con relación a lo anterior, es dable indicar que la competencia de este Tribunal se limita al conocimiento de asuntos que constituyan una vulneración a los deberes éticos y/o prohibiciones éticas determinadas en los arts. 5, 6 y 7 de la LEG.

En ese sentido, se advierte que los hechos planteados por el señor Barahona no están vinculados con la materia que este Tribunal fiscaliza, sino que se trata de conflictos de naturaleza meramente laboral que, si bien son reprobables, en todo caso deben ser planteados en las instancias correspondientes. 
"|Improcedente||
Anormal|2016|71-A-16|26/08/2016|Procesal|¿Puede conocer el Tribunal de Ética gubernamental de infracciones éticas cometidas cuya denuncia o aviso se presenta luego de vencido el plazo de la prescripción?|"...durante el año dos mil diez el señor Darwin Vantroy García Galán, Técnico en Mediciones de la Oficina de Mantenimiento Catastral de La Unión del Centro Nacional de Registros, habría retardado sin motivo legal la medición de un inmueble propiedad de la señora María Olimpia Benavides Torres, y habría recibido un teléfono celular a cambio de agilizar el trámite.

Al respecto, es importante advertir que los hechos que habrían ocurrido en el año dos mil once se encuentran ya prescritos, de conformidad con la resolución de sobreseimiento del 4/III/ 2014, procedimiento ref. 65-A-12, en la cual se razonó que el plazo de prescripción para poder iniciar válidamente un procedimiento administrativo sancionador por conductas cometidas durante la vigencia de la LEG derogada sería de un año.

En virtud de lo anterior, los hechos planteados ya prescribieron y en consecuencia, el aviso adolece de un error de fondo insubsanable que impide continuar con el trámite de ley correspondiente.
"|Improcedente||
Definitiva|2016|6-O-2015|26/08/2016|Imparcialidad|¿Puede un servidor tener inicidencia en la contratación de una persona con quien se tenga un vínculo privado cuando la decisión depende de un órgano colegiado?|"En el presente caso, con los elementos probatorios obtenidos, se ha establecido que el señor Hassan Ricardo Bukele Martínez efectivamente fue nombrado por el Concejo Municipal de San Salvador como Secretario Municipal ad honorem, desde el uno de mayo de dos mil quince (f. 82). 
Asimismo, se ha acreditado con el informe del señor Nayib Armando Bukele Ortez, Alcalde Municipal de San Salvador de fecha veintitrés de junio de dos mil quince y con las certificaciones de las partidas de nacimiento incorporadas al expediente, que el señor Hassan Ricardo Bukele Martínez posee un vínculo de parentesco en cuarto grado por consanguinidad, con el referido Alcalde Municipal, pues son primos (fs. 7, 131, 133, 180 y 183).
No obstante lo anterior, en el acuerdo número tres del acta número uno de sesiones ordinarias del Concejo Municipal de San Salvador, celebrada el uno de mayo de dos mil quince, consta que la señora Ana Xochitl Marchelli Canales, Síndica Municipal propuso ante dicho Concejo el nombramiento del señor Hassan Ricardo Bukele Martínez en el cargo de Secretario Municipal, y aclaró en esa misma sesión que tal nombramiento no transgredía el artículo 44 del Código Municipal con respecto al parentesco existente entredicho señor y el Alcalde Bukele Ortez. 
Además, en dicho acuerdo municipal aparece que el señor Bukele Ortez no propuso ni nombró y se abstuvo de votar en el nombramiento de su primo para el cargo de Secretario Municipal ad honorem.
En ese sentido, no se ha determinado que el señor Bukele Ortez haya tenido incidencia en el nombramiento del señor Hassan Ricardo Bukele Martínez por parte del Concejo Municipal de San Salvador, y este Tribunal solo puede arribar al juicio de responsabilidad si se logra una certeza positiva de que los hechos investigados transgreden un deber o prohibición ética. 
En consecuencia, no puede establecerse que el Alcalde Bukele Ortez haya vulnerado el deber ético contenido en el artículo 5 letra c) de la LEG, pues quedó consignado en el acta de la sesión del Concejo Municipal en la cual se acordó el nombramiento en cuestión, que el investigado no participó en dicha decisión y se abstuvo de votar, dado que el señor Bukele Martínez fue nombrado como Secretario Municipal ad honorem con trece votos del Concejo, faltando únicamente el voto del Alcalde Municipal (f. 82).
"|No sanciona|c|
Anormal|2016|104-A-15|02/09/2016|Imparcialidad|¿Se nombró a un familiar como servidor público?|"...se advierte que la señora Xiomara Antonia Mejía de Lucha labora en el Hospital Nacional de la Mujer “Dra. María Isabel Rodríguez” desde agosto de mil novecientos noventa y nueve, y actualmente se desempeña como Trabajadora Social.  
Se indica que el señor Ricardo Antonio Lucha Ávalos, esposo de la señora Mejía de Lucha, ingresó al referido nosocomio en agosto de dos mil quince como Motorista II; y que los Jefes de la División Administrativa, de Servicios Generales, de la Unidad de Recursos Humanos y un Psicólogo intervinieron en el proceso de su selección y contratación, habiendo sido propuesto por el ex Director (f. 5).  

En consecuencia, con el informe recibido y la documentación anexa, este Tribunal advierte que no se han robustecido los indicios de una posible transgresión a la prohibición ética de “Nombrar, contratar, promover o ascender en la entidad pública que preside o donde ejerce autoridad, a su cónyuge, conviviente (…)”, regulada en el artículo 6 letra h) de la LEG, por parte de la señora Xiomara Antonia Mejía de Lucha, Trabajadora Social del Hospital Nacional de la Mujer “Dra. María Isabel Rodríguez”.

En efecto, se ha desvirtuado la aseveración efectuada por el informante respecto a que en julio de dos mil quince la señora Mejía de Lucha se habría valido de su cargo para que su esposo ingresara a laborar en dicho Hospital, ya que no forma parte de las personas que intervinieron en la contratación del señor Lucha Ávalos ni tampoco lo propuso para el cargo."|Sin lugar a la apertura del procedimiento||
Anormal|2016|53-D-16|07/09/2016|Legalidad del contenido de los actos|¿Analizar la legalidad y el cumplimiento de un contrato suscrito por una institución pública es competencia del Tribunal de Ética Gubernamental?|"...el veintitrés de octubre de dos mil catorce el Presidente de la Corte Suprema de Justicia y un contratista nacional suscribieron un contrato para la realización de un curso denominado “Victimología”, en el cual se nombró como administrador al señor Sansivirini Escobar.
El denunciante considera que el señor Oscar Alirio Campos Ventura, Coordinador de la Unidad de Justicia Juvenil de la Corte Suprema de Justicia cometió una serie de irregularidades en la ejecución del mencionado contrato, entre ellos no informarle en tiempo que había sido delegado como administrador de contrato y no respetar las facultades otorgadas al mismo, incumpliendo con los plazos y disposiciones establecidas en la Ley de Adquisiciones y Contrataciones de la Administración Pública (LACAP). 
           
Señala que el referido señor no tomó las medidas correspondientes para resguardar información sobre la ejecución del referido contrato, que cambió el listado de los asistentes al curso, que realizó modificaciones contractuales y no le dio el adecuado seguimiento al cumplimento de las obligaciones contractuales.
         
 Por todo ello, considera que dicho servidor público ha vulnerado las prohibiciones éticas reguladas en el artículo 6 letras b), f), i) de la LEG y los principios de probidad, imparcialidad, responsabilidad, legalidad y lealtad previstos en el artículo 4 de la misma normativa. 

Al respecto, este Tribunal advierte que el señor Sansivirini Escobar cuestiona la legalidad y el cumplimiento del contrato celebrado entre el Presidente de la Corte Suprema de Justicia y un contratista nacional para la realización del curso denominado “Victimología”; sin embargo, la competencia de este Tribunal se limita al conocimiento de asuntos que constituyan una vulneración a los deberes éticos y/o prohibiciones éticas determinadas en los arts. 5, 6 y 7 de la LEG, por lo tanto, no tiene la facultad de examinar la legalidad de los actos de la Administración Pública.

...

Adicionalmente el denunciante indica que los señores Junior Zelaya, Lydia Elena Vega, Jorge González Méndez, Julio César Rodríguez Palma y Carmen de Osorio habrían obstaculizado y retardado la entrega de información solicitada referente a la ejecución del contrato relacionado, así como le habrían solicitado que cambiara el listado de los asistentes al curso y todo el contenido del expediente para ocultar las inconsistencias que existieron en el referido proceso, situación que tampoco guarda correspondencia con los deberes y prohibiciones éticos competencia de este Tribunal y, en consecuencia, debe plantearse en otras instancias."|Improcedente||
Anormal|2016|146-A-16|08/09/2016|Materia de empleo público|¿El extravío de un expediente administrativo sancionatorio por parte de una institución pública constituye una violación a la LEG?|"...desde el año dos mil diez el agente José Santos Pérez García solicitó en varias ocasiones a la División Central de Investigaciones (DCI) que le extendiera una constancia de prescripción de la acción disciplinaria promovida en su contra, con número 497-2007 ID, petición que no fue concedida en virtud que dicha unidad manifestó no encontrar en sus archivos el expediente del caso y que éste tampoco se encontraba en la Unidad de Investigación Disciplinaria (UID), la cual se lo remitió el once de noviembre de dos mil ocho.
Asimismo, se repara que al investigar la remisión del caso del agente Pérez García desde la UID hacia la DCI, ninguno de los agentes policiales encargados de la custodia de los expedientes disciplinarios se responsabilizó sobre su ubicación actual, lo cual constituye una falta muy grave conforme al artículo 9 número 15 de la Ley Disciplinaria Policial, sin embargo, a la fecha ya habría prescrito la acción para iniciar un procedimiento sancionador por dicha infracción.
 
Al respecto, es dable indicar que el artículo 44 letra d) de la Ley Disciplinaria Policial reconoce el derecho del investigado a tener acceso a su expediente disciplinario y a solicitar copia simple o certificada del mismo, lo cual también se extendería a la obtención de constancias relacionadas con su trámite, desde su inicio hasta su conclusión.

Consecuentemente, este derecho conlleva la obligación de custodia de cada expediente disciplinario, por parte de todos los servidores públicos que intervienen diligenciándolos. En ese sentido, la situación planteada refleja un incumplimiento de dicho deber por parte del personal de la UID y DCI que tramitó el expediente disciplinario número 497-2007 ID, por cuanto manifiestan desconocer su paradero. 

 Ahora bien, al contrastar ese hecho con los deberes y prohibiciones éticos establecidos en la LEG se advierte que el mismo no se perfila como una transgresión a estos, en particular a la prohibición establecida en el artículo 6 letra i) de esa ley."|Improcedente||
Anormal|2016|96-A-15|08/09/2016|Ejecución de procesos|¿La falta de celebración de una audiencia constituye un retardo injustificado?|"...la información obtenida durante la investigación preliminar revela que el día veintisiete de mayo de dos mil quince el TSC celebró la audiencia probatoria de las diligencias de injusticia manifiesta referencia I-29-2015, a la cual comparecieron únicamente la demandante, señora Hilda Eugenia Flores Comandari, y su apoderado, el señor Dagoberto Pineda Argueta (f. 12).

Adicionalmente, consta en la documentación remitida que el veintinueve de mayo del mismo año el señor Jovel Humberto Valiente, conocido por Johel Humberto Valiente, demandado en dichas diligencias, invocó mediante su apoderado un justo impedimento para haberse ausentado de esa convocatoria y solicitó un nuevo señalamiento para la celebración de la referida audiencia, por lo cual el TSC, mediante la resolución de las catorce horas del dos de junio de dos mil quince, corrió traslado por tres días a la parte actora para que se pronunciara sobre dicha petición (fs. 13 al 15).

Asimismo, se repara en que por resolución de las ocho horas del veinte de julio de dos mil quince el TSC convocó a los intervinientes para la realización de una audiencia en la cual se resolvería el incidente de justo impedimento planteado por la parte demandada, fijándose para tal efecto las ocho horas del veintidós de septiembre del mismo año. En esa última fecha se declaró ha lugar el impedimento relacionado y se señaló las ocho horas del seis de octubre de dos mil quince para la repetición de la audiencia probatoria de las diligencias relacionadas (fs. 16 y 17).

Finalmente, en dicha audiencia se declaró no ha lugar la injusticia manifiesta alegada por la parte actora, y la resolución definitiva del caso, fechada el nueve de octubre de dos mil quince, se notificó a los intervinientes el día diecisiete de noviembre de ese año.

En ese sentido, se ha desvirtuado la aseveración efectuada por el informante respecto a que, desde la realización de la audiencia probatoria el día veintisiete de mayo de dos mil quince hasta la fecha de recepción del aviso, el TSC no había notificado a los intervinientes la resolución final de las diligencias relacionadas, y se desconocía el motivo de su demora.

...

En tal sentido, no se han robustecido los indicios de una transgresión a la prohibición ética de “Retardar sin motivo legal la prestación de los servicios, trámites o procedimientos administrativos que le corresponden según sus funciones”, regulada en el artículo 6 letra i) de la LEG, por parte de los señores Noel Antonio Orellana, José Apolonio Tobar Serrano y José Antonio Martínez, Miembros del Tribunal de Servicio Civil."|Sin lugar a la apertura del procedimiento||
Anormal|2016|68-D-16|08/09/2016|Ejecución de procesos|¿La prohibición de ingreso a una institución pública constituye una conducta tipificada en la LEG?|"...se advierte que el denunciante ...atribuye a la Junta de Servicio del Grupo Exit –grupo institucional para llevar mensaje de recuperación del alcoholismo a servidores públicos de la PDDH?, una serie de actos de discriminación de su identidad y género, al negarle el acceso a las instalaciones de la escuela de la PDDH, lugar en el cual se reúne el referido grupo, y en consecuencia privarle del uso de un espacio público.

En ese contexto, las situaciones fácticas denunciadas no corresponden a la competencia objetiva de este Tribunal, pues por disposición del constituyente y de las respectivas normas las mismas deben ser fiscalizadas exclusivamente por otras instancias, ya que están referidas a la prohibición de ingreso a una institución pública.

En ese sentido, la situación planteada no se perfila como una transgresión a los deberes y prohibiciones éticos regulados en los artículos 5 y 6 de la LEG y, en consecuencia, la denuncia adolece de un error de fondo insubsanable que impide continuar con el trámite de ley correspondiente.
"|Improcedente||
Anormal|2016|70-D-16|12/09/2016|Ejecución de procesos|¿El retardo en la convocatoria a las plenarias de la Asamblea Legislativa por parte de la Presidencia de dicho órgano constituye una conducta tipificada en la LEG?|"...los señores Escobar Castillo y Rivera Ocampo atribuyen a la Presidenta de la Asamblea Legislativa la transgresión a la prohibición ética regulada en el artículo 6 letra i) de la LEG, porque habría retardado la convocatoria a la sesión plenaria ordinaria número 58 de ese órgano de gobierno, la cual expresan debió calendarizarse en la sesión anterior, celebrada el catorce de julio del presente año, pero se efectuó hasta el día veintiuno del mismo mes, justificando la denunciada esa dilación con la necesidad de estudiar los efectos de una sentencia emitida por la Sala de lo Constitucional.

 Al respecto, es dable indicar que según el artículo 13 número 4 del Reglamento Interior de la Asamblea Legislativa es atribución de la Presidencia de ese órgano de gobierno convocar a sesiones plenarias, de la Junta Directiva y de las comisiones, así como a los demás actos que organice o en los que participe dicha Asamblea. En ese sentido, la situación planteada refleja un incumplimiento de las funciones propias que competen a la referida servidora como Presidenta de la Asamblea Legislativa, por cuanto no habría realizado la convocatoria a sesión plenaria de manera responsable y oportuna.

 Ahora bien, al contrastar ese hecho con los deberes y prohibiciones éticos establecidos en la LEG se advierte que el mismo no se perfila como una transgresión a estos, en particular a la prohibición establecida en el artículo 6 letra i) de esa ley."|Improcedente||
Anormal|2016|88-A-16|13/09/2016|Materia de empleo público|¿Es competencia del Tribunal de Ética Gubernamental conocer de los conflictos laborales suscitados en las instituciones públicas?|"...se advierte que la señora Castaneda Torres, Jefa de la Unidad de Consulta Externa del Hospital Nacional “Dr. Juan José Fernández”, alude a la existencia de una nota en la que el sindicato SIGESAL le atribuye maltrato laboral hacia los empleados.

Al respecto, es dable indicar que los conflictos de trabajo constituyen situaciones de carácter estrictamente laboral, y que, por ende, su conocimiento corresponde a otras instancias. 

En ese sentido, al referirse a una situación estrictamente laboral, los hechos objeto de aviso no se perfilan como posibles transgresiones a los deberes y prohibiciones éticos regulados en los artículos 5, 6 y 7 de la LEG; y, en consecuencia, no están sujetos a la competencia de este Tribunal."|Improcedente||
Anormal|2016|110-A-16|13/09/2016|Procesal|¿Puede conocer el Tribunal de Ética gubernamental de infracciones éticas cometidas cuya denuncia o aviso se presenta luego de vencido el plazo de la prescripción?|"...el año dos mil once la señora Yanet Marisol Vásquez de Ávalos influyó en la contratación de su hermana Carmen Elizabeth Vásquez de Arriola destacada actualmente en el Sistema de Coros y Orquestas Juveniles de El Salvador. 

Al respecto, es importante advertir que los hechos se encuentran ya prescritos, de conformidad con la resolución de sobreseimiento del 4/III/ 2014, procedimiento ref. 65-A-12, en la cual se razonó que el plazo de prescripción para poder iniciar válidamente un procedimiento administrativo sancionador por conductas cometidas durante la vigencia de la LEG derogada sería de un año.

En virtud de lo anterior, los hechos planteados ya prescribieron y en consecuencia, el aviso adolece de un error de fondo insubsanable que impide continuar con el trámite de ley correspondiente."|Improcedente||
Anormal|2016|84-D-16|14/09/2016|Ejecución de procesos|¿Es competencia del Tribunal de Ética Gubernamental revisar los plazos en los que se sustancian los procesos judiciales?|"…el día veintidós de septiembre de dos mil quince el señor Tito Edmundo Zelada Mejía presentó una demanda de amparo ante la Sala de lo Constitucional contra los Magistrados de la misma; pero que, a la fecha de la interposición de la denuncia en esta sede, no había sido notificado de ninguna resolución por parte de aquélla, por lo cual estima que se ha vulnerado la prohibición ética de “Retardar sin motivo legal la prestación de los servicios, trámites o procedimientos administrativos que le corresponden según sus funciones”, regulada en el artículo 6 letra i) de la LEG. 

Al respecto, es preciso indicar que con base en el art.172 de la Constitución corresponde exclusivamente al Juez la potestad de juzgar y hacer ejecutar lo juzgado. Este artículo enuncia el principio de exclusividad jurisdiccional el cual implica, en primer lugar, un monopolio estatal como consecuencia ineludible de atribuir a la jurisdicción la naturaleza jurídica de potestad dimanante de la soberanía popular; y, en segundo lugar, un monopolio judicial, en virtud de la determinación del órgano al cual atribuye la jurisdicción.

En ese sentido, la exclusividad de la potestad jurisdiccional de los Jueces y Magistrados significa que ningún otro órgano del Gobierno ni ente público puede realizar el derecho en un caso concreto juzgando de modo irrevocable y ejecutando lo juzgado (Sentencia de fecha 18-V-2004, dictada en el proceso de amparo ref. 1081-2002).

Adicionalmente, de conformidad con el artículo 182 ordinal 5° de la Constitución, la Corte Suprema de Justicia es la encargada de velar por que se administre pronta y cumplida justicia, de manera que este Tribunal no puede fiscalizar los plazos en que se resuelven o impulsan los procesos judiciales.
De hecho, se reitera que la función de “juzgar” que corresponde al Órgano Judicial no puede ser controlada más que por la Corte Suprema de Justicia."|Improcedente||
Definitiva|2016|36-D-2015|14/09/2016|Imparcialidad|¿Puede un servidor tener inicidencia en la contratación de un familiar cuando la decisión depende de otra unidad organizativa?|"Con la prueba recabada en el presente procedimiento ha quedado demostrado que desde el uno de octubre de mil novecientos noventa y dos a la fecha el señor Pedro de Jesús Quinteros Gutiérrez desempeña el cargo de Director del Parque Infantil de Diversiones.
Asimismo, se ha acreditado que el señor Edwin Antonio Hernández Villalta es yerno del señor Quinteros Gutiérrez y que ejerce el cargo de Auxiliar de Mantenimiento del Parque Infantil de Diversiones, desde el doce de febrero de dos mil quince.
No obstante lo anterior, según el informe emitido por el señor Ramón Rivas, Secretario de Cultura de la Presidencia de la República, se establece que el Director del Parque Infantil de Diversiones no tiene facultad para contratar personal bajo su responsabilidad pero que puede solicitar recurso humano cuando se presentan plazas vacantes dentro de su dependencia y que el proceso de contratación del señor Hernández Villalta inició cuando el Director del Parque Infantil de Diversiones comunicó la necesidad de personal al Director General de Administración Cultural quien trasladó la propuesta al Departamento de Recursos Humanos con la autorización respectiva para iniciar el proceso de selección en base a una terna de candidatos, la cual fue propuesta por el Director Nacional de Patrimonio Cultural.  
 Además, de acuerdo a la información proporcionada por la señora Claudia Marina Silva Padilla, Jefa del Departamento de Recursos Humanos de la Secretaría de la Cultura de la Presidencia de la República se determina que no existe documentación de respaldo que acredite la contratación del señor Edwin Antonio Hernández Villalta debido a que dicha gestión se realizó en la administración anterior. 
 En ese sentido, no se ha logrado establecer que el señor Pedro de Jesús Quinteros Gutiérrez nombró y participó en la contratación de su yerno, el señor Edwin Antonio Hernández Villalta.
"|No sanciona|c|
Definitiva|2016|110-A-2014|16/09/2016|Uso de bienes y servicios públicos|¿Es una infracción ética realizar campaña electoral, siendo servidor público?|"Con la prueba producida en el transcurso del procedimiento ha quedado demostrado que en diciembre de dos mil catorce, el señor José Felipe Rivera González ya se desempeñaba como Jefe del Registro del Estado Familiar de la Alcaldía Municipal de Lolotiquillo, departamento de Usulután (f. 22).
Ahora bien, no se ha logrado establecer que el ocho de diciembre de dos mil catorce el señor Rivera González haya realizado actividades privadas durante su jornada laboral. Al contrario, ese día se reportó en su lugar de trabajo cumpliendo el horario ordinario (f. 24).
De igual manera, no costa que en esa misma fecha el señor Rivera González haya exigido o solicitado a empleados de la municipalidad que lo acompañasen a realizar proselitismo político a favor del partido ARENA y del Alcalde de ese municipio; mucho menos que se haya prevalecido de su cargo para hacer política partidaria
"|No sanciona||e, f, l
Definitiva|2016|41-A-2014|20/09/2016|Uso de bienes y servicios públicos|¿En que condiciones se puede autorizar el uso de un bien público a una organización privada?|"Con la prueba vertida en el presente procedimiento, ha quedado demostrado fehacientemente que el inmueble en el que funciona el Centro de Estimulación Temprana de la ciudad de San Miguel es propiedad de su Municipalidad, y que en enero de dos mil doce el señor Olme Remberto Contreras, en ese entonces Regidor y Coordinador de la Comisión Municipal Permanente de Desarrollo Humano, Seguridad y Participación Ciudadana de dicho Concejo, autorizó verbalmente facilitar el parqueo de aludido centro para estacionar los vehículos de los medios de comunicación que cubrieron noticiosamente las actividades institucionales.
No obstante lo anterior, pese a las diligencias de investigación desarrolladas por el Tribunal, no se ha logrado comprobar que en el período comprendido entre el año dos mil doce y abril de dos mil catorce el señor Contreras haya permitido o autorizado particularmente a la televisora “Televisión Oriental (TVO), canal 23” utilizar el estacionamiento del referido centro para resguardar por varias horas –de lunes a domingo e incluso por las noches–, diferentes vehículos propiedad de esa empresa.
De manera que no ha sido posible establecer el uso del estacionamiento del Centro de Estimulación Temprana de San Miguel para fines ajenos a los institucionales, pues éste sólo se facilitó a los medios de comunicación mientras brindaron cobertura periodística a las actividades de esa Municipalidad.
Esto incide de forma inevitable en el pronunciamiento de la resolución definitiva; pues el Tribunal solo puede arribar al juicio de responsabilidad si se logra una certeza positiva de que los hechos ocurrieron conforme se describen en el aviso de mérito, lo cual en el caso concreto no se determina con la prueba que obra en el expediente. 
Por lo anterior, de acuerdo con los hechos delimitados y la prueba aportada, no es posible en esta oportunidad desvirtuar la presunción de inocencia de la que goza el señor Olme Remberto Contreras, Octavo Regidor propietario del Concejo Municipal de San Miguel entre los años dos mil doce y dos mil quince, dado que no se ha establecido que en el periodo investigado haya transgredido la norma ética antes apuntada. 
"|No sanciona|a|
Anormal|2016|28-A-16|20/09/2016|Imparcialidad|¿Puede un servidor tener inicidencia en la contratación de un familiar cuando la decisión depende de un órgano colegiado?|"...la Directora Ejecutiva del ISDEMU informa que para la contratación de la señora Juana Esmeralda Rivas de Flores intervino el Programa Integral para una Vida Libre de Violencia hacia las Mujeres, la Unidad de Recursos Humanos y la Dirección Ejecutiva.

Adicionalmente, aclara que la señora Emely Susana Flores Rivas no tiene competencia en el procedimiento de selección y contratación de personal.

En consecuencia, con el informe recibido, este Tribunal advierte que no se han robustecido los indicios de una posible transgresión al deber ético de “Excusarse de intervenir o participar en asuntos en los cuales él, su cónyuge, conviviente, parientes dentro del cuarto grado de consanguinidad o segundo de afinidad o socio, tengan algún conflicto de interés” y a la prohibición ética de “Nombrar, contratar, promover o ascender en la entidad pública que preside o donde ejerce autoridad, a su cónyuge, conviviente, parientes dentro del cuatro grado de consanguinidad o segundo de afinidad (…)”, regulados en los artículos 5 letra c) y 6 letra h) de la LEG, por parte de la señora Emely Susana Flores Rivas, Especialista en la Rectoría de Igualdad Sustantiva del ISDEMU.

Por el contrario, se ha desvirtuado la aseveración efectuada por el informante respecto a que la señora Emely Susana Flores Rivas habría intervenido en la contratación de su madre, la señora Juana Esmeralda Rivas de Flores."|Sin lugar a la apertura del procedimiento||
Anormal|2016|42-D-16|22/09/2016|Ejecución de procesos|¿Hubo retardación en la tramitación de un proceso administrativo?|"...se informa que la señora Ana Regina Meléndez de Romero labora en la Alcaldía Municipal de San Salvador desde julio de dos mil nueve, y actualmente se desempeña como Delegada Contravencional. 

Se señala que el procedimiento administrativo sancionador tramitado con la referencia 16-D-2016 contra la sociedad Business & Services S.A. de C.V. inició el veintiséis de febrero de este año y ya se encuentra fenecido. 

En consecuencia, con el informe recibido y la documentación anexa, este Tribunal advierte que no se han robustecido los indicios de una posible transgresión a la prohibición ética de “Retardar sin motivo legal la prestación de los servicios, trámites o procedimientos administrativos que le corresponden según sus funciones”, establecida en el artículo 6 letra i) de la LEG por parte de la señora Regina Meléndez de Romero, Delegada Contravencional de la municipalidad de San Salvador.

En efecto, se verifica que la resolución sancionatoria contra la sociedad Business & Services S.A. de C.V. fue pronunciada por la señora Meléndez de Romero a las diez horas del treinta de marzo de dos mil dieciséis y consta que fue notificada el veintisiete de mayo del mismo año (fs. 66 al 70). "|Sin lugar a la apertura del procedimiento||
Definitiva|2016|37-A-2015|28/09/2016|Presupuesto público|¿Es una infracción ética desempeñar labores en dos oficinas públicas?|"1. En el presente procedimiento, con la prueba recabada ha quedado demostrado fehacientemente que entre agosto de dos mil catorce y noviembre de dos mil quince la señora Sonia Isabel Claros de Jovel desempeñó simultáneamente los cargos de Enfermera Hospitalaria en el Hospital Nacional Rosales y de Enfermera General en el Hospital Materno Infantil del ISSS, devengando un salario mensual sufragado con fondos públicos por cada uno de ellos.
Además, con los planes de trabajo mensuales se ha acreditado que durante la época señalada la servidora pública tenía asignados horarios rotativos en ambos nosocomios, coincidiendo en varias oportunidades la programación de turnos, por ejemplo, el día martes veintiséis de agosto de dos mil quince su jornada laboral en el Hospital Nacional Rosales fue de las seis horas treinta y seis minutos a las diecisiete horas con veintinueve minutos; mientras que en el Hospital del ISSS ese mismo día registró su entrada a las quince horas con doce minutos, del mismo modo ocurrió el día veintinueve de mayo de dos mil quince, el registro de marcación de salida del Hospital Materno Infantil Primero de Mayo del ISSS refleja que la infractora se retiró de su turno a las siete horas, iniciando su jornada en el Hospital Nacional Rosales a las seis horas con cuarenta y cinco minutos según reporte de marcación.
Aunado a lo anterior, se ha comprobado que al existir coincidencia de horas y fechas en las marcaciones efectuadas  por  la servidora pública tanto en el Hospital Nacional Rosales como en el Hospital Materno Infantil Primero de Mayo, se desatendieron las funciones de un cargo para cumplir con las del otro; pues para trasladarse entre ambos nosocomios, la infractora abandonaba su estación de trabajo sin la debida autorización.
De hecho, se ha acreditado que en el período del quince al diecinueve de diciembre de dos mil catorce la señora Claros de Jovel gozó de licencia por incapacidad médica en el Hospital Materno Infantil del ISSS; pero los registros de asistencia del Hospital Nacional Rosales reflejan que ésta se presentó a laborar en el turno asignado, el cual concordaba con el horario programado en el plan de trabajo del ISSS. 
De igual forma se ha comprobado que el diecisiete de enero de dos mil quince la infractora debía cumplir los turnos de las siete a las diecisiete horas en el Hospital Nacional Rosales y de las quince a las siete horas en el Hospital Materno Infantil Primero de Mayo; sin embargo, ese día únicamente cumplió con el primero; mientras que al segundo sólo se presentó a registrar su hora de entrada a las catorce horas con cuarenta y nueve minutos y posteriormente informó que se encontraba atendiendo un asunto personal.
Es decir que se ha establecido que la señora Claros de Jovel en algunas ocasiones justificó su inasistencia a uno de sus empleos presentando incapacidades médicas y permisos personales para cumplir con la jornada laboral de su otro lugar de trabajo. No obstante, en todos esos casos percibió una doble remuneración proveniente del presupuesto del Estado por labores que debía haber desempeñado en el mismo horario.
En definitiva, del análisis de los elementos probatorios producidos se establece que en el periodo comprendido de agosto de dos mil catorce a noviembre de dos mil quince el Estado remuneró a la señora Sonia Isabel Claros de Jovel por el desempeño de dos cargos que debía ejercer en instituciones distintas y en horarios coincidentes, lo cual resulta físicamente imposible.
Al respecto, el artículo 95 ordinal 17° de las Disposiciones Generales de Presupuestos establece que ninguna persona, civil o militar, podrá devengar más de un sueldo proveniente de fondos públicos, salvo las excepciones correspondientes, entre ellas la aplicable a las enfermeras y auxiliares de enfermería, quienes podrán desempeñar dos cargos públicos, siempre que los horarios de trabajo sean compatibles, lo cual no sucede en el presente caso, pues los horarios que la referida servidora pública debía cumplir resultaban incompatibles.
"|Sanciona||c, d
